zone_id,zone,borough,latitude,longitude,total_pickups,cluster,cluster_name
65,Downtown Brooklyn/MetroTech,Brooklyn,40.69533752946118,-73.98608600498393,6873671.030234539,1,Brooklyn
66,DUMBO/Vinegar Hill,Brooklyn,40.70225893882249,-73.98570161582282,5439355.907226868,0,Manhattan
67,Dyker Heights,Brooklyn,40.61961946783513,-74.01380148744009,2648727.9862067928,1,Brooklyn
68,East Chelsea,Manhattan,40.74842755506574,-73.99991742024714,14773832.379154133,0,Manhattan
69,East Concourse/Concourse Village,Bronx,40.8314166970852,-73.91502929553263,7884673.850077289,2,Bronx+UM
70,East Elmhurst,Queens,40.76335220113318,-73.86839559842018,3360942.835260168,3,Queens
71,East Flatbush/Farragut,Brooklyn,40.64428817438921,-73.93796627061695,6709298.179238438,1,Brooklyn
72,East Flatbush/Remsen Village,Brooklyn,40.65236480407744,-73.92225097400495,8039519.925556356,1,Brooklyn
73,East Flushing,Queens,40.754108886892965,-73.80729418212228,1497979.436338086,3,Queens
74,East Harlem North,Manhattan,40.80116948058651,-73.93734560812494,10754915.17567822,2,Bronx+UM
75,East Harlem South,Manhattan,40.79001075149542,-73.94575026755162,9494425.912333516,0,Manhattan
76,East New York,Brooklyn,40.66093519655055,-73.87682061127197,16650979.079630036,1,Brooklyn
77,East New York/Pennsylvania Avenue,Brooklyn,40.66655893903528,-73.89536411750329,4552574.430113519,1,Brooklyn
78,East Tremont,Bronx,40.8449604101461,-73.88552181587428,6530261.060384112,2,Bronx+UM
79,East Village,Manhattan,40.72762019590955,-73.98593745682462,18888574.4135127,0,Manhattan
80,East Williamsburg,Brooklyn,40.71536988214351,-73.9367931449188,11246465.42181019,1,Brooklyn
81,Eastchester,Bronx,40.88093541148942,-73.836643344083,3686674.270486778,2,Bronx+UM
82,Elmhurst,Queens,40.739495646778174,-73.8771183328092,10285420.14570943,3,Queens
83,Elmhurst/Maspeth,Queens,40.738323813825986,-73.89217338112864,3138090.5262174895,3,Queens
84,Eltingville/Annadale/Prince's Bay,Staten Island,40.528686446566205,-74.18767433468821,613637.3922700691,1,Brooklyn
85,Erasmus,Brooklyn,40.64611634689508,-73.95162318261015,4810832.685802551,1,Brooklyn
86,Far Rockaway,Queens,40.602432793416696,-73.75524369679601,2255146.3894222137,3,Queens
87,Financial District North,Manhattan,40.706808451665864,-74.00749598562432,8688291.3729242,0,Manhattan
88,Financial District South,Manhattan,40.70335790323616,-74.01151502922315,3458632.8199441717,0,Manhattan
89,Flatbush/Ditmas Park,Brooklyn,40.63790012347378,-73.9609682490637,12402115.920477936,1,Brooklyn
90,Flatiron,Manhattan,40.74227862901228,-73.99697141558364,9331569.818461068,0,Manhattan
91,Flatlands,Brooklyn,40.62627276333641,-73.93009701219938,7592893.294509259,1,Brooklyn
92,Flushing,Queens,40.76110218983435,-73.82885869884261,7091799.042833835,3,Queens
93,Flushing Meadows-Corona Park,Queens,40.74067587216073,-73.84086726234152,968277.6264494312,3,Queens
94,Fordham South,Bronx,40.85815519618405,-73.89953593442152,3167688.429542817,2,Bronx+UM
95,Forest Hills,Queens,40.7214322750213,-73.84766941187516,9380736.168468764,3,Queens
96,Forest Park/Highland Park,Queens,40.69700061310114,-73.8715584251815,208749.95802989136,3,Queens
97,Fort Greene,Brooklyn,40.69078679421093,-73.974882086189,9689164.698339628,1,Brooklyn
98,Fresh Meadows,Queens,40.73446262820092,-73.77725346665984,1325085.161384262,3,Queens
99,Freshkills Park,Staten Island,40.576773635487115,-74.18641851305904,30622.685235919427,1,Brooklyn
100,Garment District,Manhattan,40.75351275872571,-73.9887865991153,7728342.130077956,0,Manhattan
101,Glen Oaks,Queens,40.7459938183842,-73.71102598691235,887382.2948982114,3,Queens
102,Glendale,Queens,40.70354561076291,-73.87573576709775,3543989.5973021574,3,Queens
106,Gowanus,Brooklyn,40.67351279686075,-73.99064727363113,3122183.5678951656,1,Brooklyn
107,Gramercy,Manhattan,40.736824057618975,-73.98405213268916,11090767.26063426,0,Manhattan
108,Gravesend,Brooklyn,40.58840346529034,-73.98143115020046,2106107.580352376,1,Brooklyn
109,Great Kills,Staten Island,40.55186299807703,-74.15088980760534,910670.601353542,1,Brooklyn
110,Great Kills Park,Staten Island,40.54578031659563,-74.12834244237264,1179.2003948599336,1,Brooklyn
111,Green-Wood Cemetery,Brooklyn,40.65213727041905,-73.99023450433012,59502.74237688354,1,Brooklyn
112,Greenpoint,Brooklyn,40.72950628420882,-73.94954030482208,12957088.919552308,0,Manhattan
113,Greenwich Village North,Manhattan,40.73257907302702,-73.99430477051168,8861332.175936779,0,Manhattan
114,Greenwich Village South,Manhattan,40.728340391372306,-73.99738026020043,8749398.68902701,0,Manhattan
115,Grymes Hill/Clifton,Staten Island,40.61797137588924,-74.08783880974954,1171628.9650885283,1,Brooklyn
116,Hamilton Heights,Manhattan,40.827012654925355,-73.94852173020875,6134411.034159938,2,Bronx+UM
117,Hammels/Arverne,Queens,40.59405875281409,-73.78962208250111,2131605.462748034,3,Queens
118,Heartland Village/Todt Hill,Staten Island,40.58655462662637,-74.13297872511701,1463443.9878966378,1,Brooklyn
119,Highbridge,Bronx,40.83782699169886,-73.92615723620787,5180918.258498604,2,Bronx+UM
120,Highbridge Park,Manhattan,40.846667748302785,-73.93018219742844,128144.7438519483,2,Bronx+UM
121,Hillcrest/Pomonok,Queens,40.728333322973015,-73.80244428186217,3226529.6255466742,3,Queens
122,Hollis,Queens,40.710639284251066,-73.76113699730595,1603043.3874516727,3,Queens
123,Homecrest,Brooklyn,40.59995429251391,-73.96433367133905,4523641.803861644,1,Brooklyn
124,Howard Beach,Queens,40.6582479612306,-73.84491858438541,2077243.208466102,3,Queens
125,Hudson Sq,Manhattan,40.72629041028118,-74.0074858180095,4787532.108741177,0,Manhattan
126,Hunts Point,Bronx,40.812074458592114,-73.88553752149437,4607691.82323027,2,Bronx+UM
127,Inwood,Manhattan,40.8660750007278,-73.91930823586195,4675099.3592050895,2,Bronx+UM
128,Inwood Hill Park,Manhattan,40.872378809573576,-73.92436981716098,346701.34467987233,2,Bronx+UM
129,Jackson Heights,Queens,40.75731206303918,-73.8853172406108,11337535.337241326,3,Queens
130,Jamaica,Queens,40.70436877745509,-73.7939796582272,10164403.135371204,3,Queens
131,Jamaica Estates,Queens,40.72065523874956,-73.77610076139923,2200289.863244141,3,Queens
132,JFK Airport,Queens,40.64698489239521,-73.78653298334987,17560850.821185116,3,Queens
133,Kensington,Brooklyn,40.64059007067447,-73.97619898951326,2980477.9615803165,1,Brooklyn
134,Kew Gardens,Queens,40.70805099798809,-73.82871246597533,3234157.176473102,3,Queens
135,Kew Gardens Hills,Queens,40.7283776832573,-73.82119590387464,2612175.536722645,3,Queens
136,Kingsbridge Heights,Bronx,40.8652641915249,-73.90591118270508,3935725.377192576,2,Bronx+UM
137,Kips Bay,Manhattan,40.74043897859646,-73.97649472376762,8072062.770260458,0,Manhattan
138,LaGuardia Airport,Queens,40.77437570593248,-73.87362864289105,21262235.826985072,0,Manhattan
139,Laurelton,Queens,40.67709779790903,-73.7442343516672,2313180.680232479,3,Queens
140,Lenox Hill East,Manhattan,40.765484087889845,-73.95473878380504,8586000.455567524,0,Manhattan
141,Lenox Hill West,Manhattan,40.76694821638323,-73.95963474149173,9453715.432921512,0,Manhattan
142,Lincoln Square East,Manhattan,40.77363329302709,-73.9815322063918,9464742.35431628,0,Manhattan
143,Lincoln Square West,Manhattan,40.77596522876097,-73.9876455494439,7159563.562057442,0,Manhattan
144,Little Italy/NoLiTa,Manhattan,40.72088889344526,-73.99691854183823,10174373.19627027,0,Manhattan
145,Long Island City/Hunters Point,Queens,40.74537943399852,-73.94889145447942,11382974.566803085,0,Manhattan
146,Long Island City/Queens Plaza,Queens,40.7542425205003,-73.93482888929138,3780449.5563310455,3,Queens
147,Longwood,Bronx,40.81967597930489,-73.89895638182647,3219282.670885297,2,Bronx+UM
148,Lower East Side,Manhattan,40.71893835938026,-73.99089626184735,13992771.98459608,0,Manhattan
149,Madison,Brooklyn,40.60491359556376,-73.94813559494116,3506912.935203048,1,Brooklyn
150,Manhattan Beach,Brooklyn,40.58047327426203,-73.94362872180558,1615751.174773446,1,Brooklyn
151,Manhattan Valley,Manhattan,40.79796199310003,-73.96816833309238,4379008.165800967,0,Manhattan
152,Manhattanville,Manhattan,40.81797514762944,-73.95378223705632,3448975.1100063464,2,Bronx+UM
153,Marble Hill,Manhattan,40.875967802212415,-73.91037866410583,1318180.5374549564,2,Bronx+UM
154,Marine Park/Floyd Bennett Field,Brooklyn,40.593570836585194,-73.90259658693124,142411.36754870068,1,Brooklyn
155,Marine Park/Mill Basin,Brooklyn,40.61459098927576,-73.91527709386867,4248677.7588032065,1,Brooklyn
156,Mariners Harbor,Staten Island,40.631307692853035,-74.16723534170733,1913350.1479233752,1,Brooklyn
157,Maspeth,Queens,40.72399507493349,-73.9023296813136,4244835.971153088,3,Queens
158,Meatpacking/West Village West,Manhattan,40.73503540069666,-74.00898410478536,8463821.005831523,0,Manhattan
159,Melrose South,Bronx,40.81825974768985,-73.91284939799154,6814033.539858993,2,Bronx+UM
160,Middle Village,Queens,40.71833677001371,-73.8800514081495,3172515.8703148747,3,Queens
161,Midtown Center,Manhattan,40.758028043526274,-73.97769793122401,15877079.125407,0,Manhattan
162,Midtown East,Manhattan,40.75668765218883,-73.97235594352028,11428014.108326755,0,Manhattan
163,Midtown North,Manhattan,40.764421405786784,-73.97756868222716,11177046.285650631,0,Manhattan
164,Midtown South,Manhattan,40.74857462935671,-73.98515639467682,13934042.747222528,0,Manhattan
165,Midwood,Brooklyn,40.620924048746254,-73.95682460583805,4631422.07997956,1,Brooklyn
166,Morningside Heights,Manhattan,40.809456961125285,-73.96176359682921,6267329.221813137,0,Manhattan
167,Morrisania/Melrose,Bronx,40.82751255686402,-73.90235177500071,5667483.831003714,2,Bronx+UM
168,Mott Haven/Port Morris,Bronx,40.80734716766523,-73.91682193806463,9112050.452543642,2,Bronx+UM
169,Mount Hope,Bronx,40.84905837739127,-73.9051222193854,7155133.430782649,2,Bronx+UM
170,Murray Hill,Manhattan,40.747745793643915,-73.97849159965227,13108622.701579522,0,Manhattan
171,Murray Hill-Queens,Queens,40.768351626308466,-73.80954582099432,2714067.1539726956,3,Queens
172,New Dorp/Midland Beach,Staten Island,40.57176889293259,-74.10501900721492,836955.5281103456,1,Brooklyn
173,North Corona,Queens,40.7525792391496,-73.86303754486693,3458340.4004084184,3,Queens
174,Norwood,Bronx,40.87713760287661,-73.8790222522603,5919016.390638649,2,Bronx+UM
175,Oakland Gardens,Queens,40.74267210348262,-73.75462173612374,1046358.293882465,3,Queens
176,Oakwood,Staten Island,40.561994234584105,-74.12258402976961,477279.8990653011,1,Brooklyn
177,Ocean Hill,Brooklyn,40.67664410104018,-73.91363213611348,6632915.397785135,1,Brooklyn
178,Ocean Parkway South,Brooklyn,40.61731493715172,-73.97032580128298,1604144.7046346632,1,Brooklyn
179,Old Astoria,Queens,40.7715702435834,-73.92833318686121,5208619.660860924,3,Queens
180,Ozone Park,Queens,40.67559499070675,-73.84704317269409,2448822.7485045,3,Queens
181,Park Slope,Brooklyn,40.67037432591725,-73.98141374048748,14141094.6522096,1,Brooklyn
182,Parkchester,Bronx,40.83774866435355,-73.85798694048576,3933618.6489372607,2,Bronx+UM
183,Pelham Bay,Bronx,40.84917261718261,-73.83158179959666,1864108.2677097565,2,Bronx+UM
184,Pelham Bay Park,Bronx,40.868276203547744,-73.80785726631285,314478.5074329684,2,Bronx+UM
185,Pelham Parkway,Bronx,40.85440471268925,-73.85439380221179,4583844.998321798,2,Bronx+UM
186,Penn Station/Madison Sq West,Manhattan,40.74849718140501,-73.99243753697608,9217376.414677637,0,Manhattan
187,Port Richmond,Staten Island,40.62816687457199,-74.14078750231762,1007738.7205106444,1,Brooklyn
188,Prospect-Lefferts Gardens,Brooklyn,40.65874445085669,-73.94744164500473,11680280.46390279,1,Brooklyn
189,Prospect Heights,Brooklyn,40.67763538934729,-73.96758681222953,5342468.933910253,1,Brooklyn
190,Prospect Park,Brooklyn,40.661622158356835,-73.96891374270629,912626.6194672805,1,Brooklyn
191,Queens Village,Queens,40.7154545153052,-73.7415317699754,3531335.923807037,3,Queens
192,Queensboro Hill,Queens,40.743751485431545,-73.81522935845769,1903210.9681807752,3,Queens
193,Queensbridge/Ravenswood,Queens,40.76031363502697,-73.94199705818423,2218671.1546017905,3,Queens
194,Randalls Island,Manhattan,40.79100078171129,-73.9245963002457,216648.98918949917,0,Manhattan
195,Red Hook,Brooklyn,40.67554886228086,-74.00917849113297,2829028.715789194,1,Brooklyn
196,Rego Park,Queens,40.72615563957923,-73.86333855806278,3728152.9421226503,3,Queens
197,Richmond Hill,Queens,40.69454235438128,-73.83092407449992,6165678.410862672,3,Queens
198,Ridgewood,Queens,40.70652679441955,-73.90170926444718,8919080.5794359,1,Brooklyn
199,Rikers Island,Bronx,40.79113290307752,-73.88265824700598,893.5021518686383,3,Queens
200,Riverdale/North Riverdale/Fieldston,Bronx,40.899529064376466,-73.9069871077142,2547804.9214864736,2,Bronx+UM
201,Rockaway Park,Queens,40.57798249377506,-73.84345281477815,891742.5370957176,1,Brooklyn
202,Roosevelt Island,Manhattan,40.76189974995509,-73.94995171169586,835801.7402480748,0,Manhattan
203,Rosedale,Queens,40.6578534180194,-73.73947255987297,2078722.0200443957,3,Queens
204,Rossville/Woodrow,Staten Island,40.5403340052961,-74.20782608356558,339733.5539875722,1,Brooklyn
205,Saint Albans,Queens,40.69120144680614,-73.76314612543844,5648207.126320155,3,Queens
206,Saint George/New Brighton,Staten Island,40.63897220516652,-74.10231250352763,2947374.289280787,1,Brooklyn
207,Saint Michaels Cemetery/Woodside,Queens,40.76398558883056,-73.89935256434545,283485.17608965596,3,Queens
208,Schuylerville/Edgewater Park,Bronx,40.82331858387751,-73.8235401189195,4550222.294864177,2,Bronx+UM
209,Seaport,Manhattan,40.7090727427931,-74.00366456329898,3157889.2563967295,0,Manhattan
210,Sheepshead Bay,Brooklyn,40.59202346436429,-73.94050716694058,4651706.462349902,1,Brooklyn
211,SoHo,Manhattan,40.723888110041734,-74.00153756565635,8210845.597344462,0,Manhattan
212,Soundview/Bruckner,Bronx,40.8279021485874,-73.86967965711676,3933225.8107775496,2,Bronx+UM
213,Soundview/Castle Hill,Bronx,40.81785855770814,-73.85813498781434,7424481.445217115,2,Bronx+UM
214,South Beach/Dongan Hills,Staten Island,40.58678663305195,-74.08551235826926,1179608.548628092,1,Brooklyn
215,South Jamaica,Queens,40.69442755408874,-73.79096393223054,4577063.499327123,3,Queens
216,South Ozone Park,Queens,40.676154037213806,-73.81945963682766,8792425.452053716,3,Queens
217,South Williamsburg,Brooklyn,40.703916440465775,-73.9585968450717,2486239.872832608,1,Brooklyn
218,Springfield Gardens North,Queens,40.6720897067673,-73.77303565610488,2919017.554765105,3,Queens
219,Springfield Gardens South,Queens,40.662184880711415,-73.7645057855823,2463619.964411003,3,Queens
220,Spuyten Duyvil/Kingsbridge,Bronx,40.88240311320922,-73.91066467564434,4919354.135026943,2,Bronx+UM
221,Stapleton,Staten Island,40.61876927873205,-74.07370444530254,2007376.6779452187,1,Brooklyn
222,Starrett City,Brooklyn,40.64752703432353,-73.88241292571801,1862981.5486971529,1,Brooklyn
223,Steinway,Queens,40.77742692053276,-73.90540773409828,7303903.592411368,3,Queens
224,Stuy Town/Peter Cooper Village,Manhattan,40.73182063601677,-73.97659767323346,3104485.331625595,0,Manhattan
225,Stuyvesant Heights,Brooklyn,40.68816818695491,-73.93188826440706,12384831.24324384,1,Brooklyn
226,Sunnyside,Queens,40.73769895644442,-73.92467306585047,8997946.834114967,3,Queens
227,Sunset Park East,Brooklyn,40.641886315765205,-74.00465205914722,3596831.3134420393,1,Brooklyn
228,Sunset Park West,Brooklyn,40.652354649538466,-74.01127116962904,7179054.054903951,1,Brooklyn
229,Sutton Place/Turtle Bay North,Manhattan,40.75672894163307,-73.96514579918421,8621468.213748006,0,Manhattan
230,Times Sq/Theatre District,Manhattan,40.75981761719184,-73.98419648907571,15449547.492587222,0,Manhattan
231,TriBeCa/Civic Center,Manhattan,40.717772736265154,-74.00787970866399,15923048.940591471,0,Manhattan
232,Two Bridges/Seward Park,Manhattan,40.71473250693942,-73.9830245583349,6489614.247798962,0,Manhattan
233,UN/Turtle Bay South,Manhattan,40.74991407790216,-73.97044256869236,8204064.200785874,0,Manhattan
234,Union Sq,Manhattan,40.74033744175701,-73.99045782354732,15202010.31999418,0,Manhattan
235,University Heights/Morris Heights,Bronx,40.85252114926352,-73.91597542466441,6561824.216324818,2,Bronx+UM
236,Upper East Side North,Manhattan,40.780436437189955,-73.95701169835736,10655415.222240867,0,Manhattan
237,Upper East Side South,Manhattan,40.76861518381156,-73.9656345353807,9505133.164059471,0,Manhattan
238,Upper West Side North,Manhattan,40.791704934427074,-73.97304890061592,7644958.968262884,0,Manhattan
239,Upper West Side South,Manhattan,40.783961430313774,-73.97863194845081,7176709.14046672,0,Manhattan
240,Van Cortlandt Park,Bronx,40.89459912750697,-73.88197807761938,731644.2798830224,2,Bronx+UM
241,Van Cortlandt Village,Bronx,40.87651237544554,-73.8956200178548,5502496.405642112,2,Bronx+UM
242,Van Nest/Morris Park,Bronx,40.846782895809824,-73.85067057708335,5860093.018835072,2,Bronx+UM
243,Washington Heights North,Manhattan,40.85710828331442,-73.93283148761296,7113555.822543781,2,Bronx+UM
244,Washington Heights South,Manhattan,40.841708771119755,-73.94139910573638,10106533.292135824,2,Bronx+UM
245,West Brighton,Staten Island,40.6300493918307,-74.10286011016636,1133859.2342091214,1,Brooklyn
246,West Chelsea/Hudson Yards,Manhattan,40.75330906598341,-74.00401512528654,14315895.945536166,0,Manhattan
247,West Concourse,Bronx,40.82898823048458,-73.92440873264256,7633603.446400322,2,Bronx+UM
248,West Farms/Bronx River,Bronx,40.83416531682759,-73.87228927297004,3735935.19500055,2,Bronx+UM
249,West Village,Manhattan,40.73457600733176,-74.00287495910837,12571584.026864612,0,Manhattan
250,Westchester Village/Unionport,Bronx,40.83210165963214,-73.84864070062379,3687026.895548379,2,Bronx+UM
251,Westerleigh,Staten Island,40.616880007711806,-74.12534779829355,1095346.0765054603,1,Brooklyn
252,Whitestone,Queens,40.7881930167286,-73.8156568127099,1740692.661348251,3,Queens
253,Willets Point,Queens,40.76063075217255,-73.84124393899134,80120.48208203797,3,Queens
254,Williamsbridge/Olinville,Bronx,40.88215708304702,-73.85894823975747,6579428.669515721,2,Bronx+UM
255,Williamsburg (North Side),Brooklyn,40.718803918129915,-73.95741813122186,14322946.886756392,0,Manhattan
256,Williamsburg (South Side),Brooklyn,40.710879933377385,-73.95990462730528,12191569.286551716,0,Manhattan
257,Windsor Terrace,Brooklyn,40.65361187133665,-73.97798241330014,2195842.879930682,1,Brooklyn
258,Woodhaven,Queens,40.6887213569813,-73.85576675985413,4744099.971849322,3,Queens
259,Woodlawn/Wakefield,Bronx,40.89793202529466,-73.85221545370123,3773670.510424386,2,Bronx+UM
260,Woodside,Queens,40.74423471780149,-73.90630644197883,6354053.667031896,3,Queens
261,World Trade Center,Manhattan,40.709138940671856,-74.01302277174901,5044928.348552267,0,Manhattan
262,Yorkville East,Manhattan,40.77593240314996,-73.94651035601466,5610538.358492388,0,Manhattan
263,Yorkville West,Manhattan,40.77876585543436,-73.95100987481798,7833977.010218996,0,Manhattan
