Entity,Code,Year,production|Coal|Mine|tonnes
Norway,NOR,1980,288412
Norway,NOR,1981,409729
Norway,NOR,1982,440000
Norway,NOR,1983,502000
Norway,NOR,1984,451327
Norway,NOR,1985,507000
Norway,NOR,1986,437089
Norway,NOR,1987,398745
Norway,NOR,1988,263717
Norway,NOR,1989,339000
Norway,NOR,1990,302804
Norway,NOR,1991,329849
Norway,NOR,1992,358878
Norway,NOR,1993,266734
Norway,NOR,1994,301190
Norway,NOR,1995,292094
Norway,NOR,1996,229636
Norway,NOR,1997,386440
Norway,NOR,1998,328170
Norway,NOR,1999,403940
Norway,NOR,2000,631926
Norway,NOR,2001,1787784
Norway,NOR,2002,2131691
Norway,NOR,2003,2944000
Norway,NOR,2004,3018500
Norway,NOR,2005,1667000
Norway,NOR,2006,2359000
Norway,NOR,2007,3223000
Norway,NOR,2008,3429000
Norway,NOR,2009,2437000
Norway,NOR,2010,1685000
Norway,NOR,2011,1640000
Norway,NOR,2012,1325000
Norway,NOR,2013,2135000
Norway,NOR,2014,1701000
Norway,NOR,2015,1203000
Norway,NOR,2016,962000
Norway,NOR,2017,134000
Norway,NOR,2018,142500
Norway,NOR,2019,107900
Norway,NOR,2020,74503
Norway,NOR,2021,113292
Norway,NOR,2022,110445
Norway,NOR,2023,82902
Pakistan,PAK,1970,1270056
Pakistan,PAK,1971,1251916
Pakistan,PAK,1972,1263182
Pakistan,PAK,1973,1125526
Pakistan,PAK,1974,1147382
Pakistan,PAK,1975,1300000
Pakistan,PAK,1976,1300000
Pakistan,PAK,1977,1050000
Pakistan,PAK,1978,1036000
Pakistan,PAK,1979,1346000
Pakistan,PAK,1980,1694447
Pakistan,PAK,1981,1562008
Pakistan,PAK,1982,1809626
Pakistan,PAK,1983,1747000
Pakistan,PAK,1984,2134916
Pakistan,PAK,1985,2197853
Pakistan,PAK,1986,2047142
Pakistan,PAK,1987,2418875
Pakistan,PAK,1988,2696000
Pakistan,PAK,1989,2642489
Pakistan,PAK,1990,2733345
Pakistan,PAK,1991,3039967
Pakistan,PAK,1992,2954000
Pakistan,PAK,1993,2907700
Pakistan,PAK,1994,3195001
Pakistan,PAK,1995,2894056
Pakistan,PAK,1996,3253903
Pakistan,PAK,1998,3164226
Pakistan,PAK,1999,3246270
Pakistan,PAK,2000,3372871
Pakistan,PAK,2001,3309244
Pakistan,PAK,2002,3314712
Pakistan,PAK,2003,3609338
Pakistan,PAK,2004,3325408
Pakistan,PAK,2005,3367021
Pakistan,PAK,2006,3880604
Pakistan,PAK,2007,3702162
Pakistan,PAK,2008,4066409
Pakistan,PAK,2009,3679185
Pakistan,PAK,2010,3535828
Pakistan,PAK,2011,3291617
Pakistan,PAK,2012,3178986
Pakistan,PAK,2013,2813079
Pakistan,PAK,2014,3340192
Pakistan,PAK,2015,3407659
Pakistan,PAK,2016,3749312
Pakistan,PAK,2017,3953992
Pakistan,PAK,2018,4470000
Pakistan,PAK,2019,5406878
Pakistan,PAK,2020,8599166
Pakistan,PAK,2021,9229377
Pakistan,PAK,2022,7956437
Pakistan,PAK,2023,15069760
Peru,PER,1970,156069
Peru,PER,1971,102718
Peru,PER,1972,104344
Peru,PER,1973,106220
Peru,PER,1974,110000
Peru,PER,1975,22929
Peru,PER,1976,10816
Peru,PER,1977,23410
Peru,PER,1978,66000
Peru,PER,1979,47429
Peru,PER,1980,89471
Peru,PER,1981,157000
Peru,PER,1982,120000
Peru,PER,1983,120000
Peru,PER,1984,84000
Peru,PER,1985,125441
Peru,PER,1986,151077
Peru,PER,1987,197501
Peru,PER,1988,150398
Peru,PER,1989,150000
Peru,PER,1990,175000
Peru,PER,1991,150800
Peru,PER,1992,95465
Peru,PER,1993,72095
Peru,PER,1994,67024
Peru,PER,1995,62416
Peru,PER,1996,65699
Peru,PER,1997,21694
Peru,PER,1998,7385
Peru,PER,1999,1488
Peru,PER,2000,16625
Peru,PER,2001,20219
Peru,PER,2002,21579
Peru,PER,2003,17104
Peru,PER,2004,57759
Peru,PER,2005,29535
Peru,PER,2006,107091
Peru,PER,2007,100594
Peru,PER,2008,136435
Peru,PER,2009,156372
Peru,PER,2010,91960
Peru,PER,2011,164392
Peru,PER,2012,226908
Peru,PER,2013,211885
Peru,PER,2014,229213
Peru,PER,2015,251788
Peru,PER,2016,266208
Peru,PER,2017,301050
Peru,PER,2018,216581
Peru,PER,2019,181010
Peru,PER,2020,131516
Peru,PER,2021,144579
Peru,PER,2022,192094
Peru,PER,2023,233364
Philippines,PHL,1970,42402
Philippines,PHL,1971,40024
Philippines,PHL,1972,38900
Philippines,PHL,1973,39004
Philippines,PHL,1974,50746
Philippines,PHL,1975,105128
Philippines,PHL,1976,120810
Philippines,PHL,1977,284554
Philippines,PHL,1978,255054
Philippines,PHL,1979,263132
Philippines,PHL,1980,325008
Philippines,PHL,1981,318170
Philippines,PHL,1982,556755
Philippines,PHL,1983,1019594
Philippines,PHL,1984,1216388
Philippines,PHL,1985,1258872
Philippines,PHL,1986,1235503
Philippines,PHL,1987,1169167
Philippines,PHL,1988,1335687
Philippines,PHL,1989,1344676
Philippines,PHL,1990,1246777
Philippines,PHL,1991,1307040
Philippines,PHL,1992,1582430
Philippines,PHL,1993,1531487
Philippines,PHL,1994,1345562
Philippines,PHL,1995,1265726
Philippines,PHL,1996,955631
Philippines,PHL,1997,1078654
Philippines,PHL,1998,1157304
Philippines,PHL,1999,1204979
Philippines,PHL,2000,1353453
Philippines,PHL,2001,1229822
Philippines,PHL,2002,1645659
Philippines,PHL,2003,2029303
Philippines,PHL,2004,2484239
Philippines,PHL,2005,2878625
Philippines,PHL,2006,2300341
Philippines,PHL,2007,3401136
Philippines,PHL,2008,3609316
Philippines,PHL,2009,4687277
Philippines,PHL,2010,6650357
Philippines,PHL,2011,6881474
Philippines,PHL,2012,7348647
Philippines,PHL,2013,7100033
Philippines,PHL,2014,7601260
Philippines,PHL,2015,7377639
Philippines,PHL,2016,11211254
Philippines,PHL,2017,11932328
Philippines,PHL,2018,11755360
Philippines,PHL,2019,13751291
Philippines,PHL,2020,12951291
Philippines,PHL,2021,14047681
Philippines,PHL,2022,14457257
Philippines,PHL,2023,14400000
Poland,POL,1970,172800000
Poland,POL,1971,179991000
Poland,POL,1972,188921000
Poland,POL,1973,195830000
Poland,POL,1974,201828000
Poland,POL,1975,211490000
Poland,POL,1976,218608000
Poland,POL,1977,226872000
Poland,POL,1978,233627000
Poland,POL,1979,239083084
Poland,POL,1980,229987000
Poland,POL,1981,198638000
Poland,POL,1982,226963000
Poland,POL,1983,233624000
Poland,POL,1984,241970000
Poland,POL,1985,249388000
Poland,POL,1986,259339000
Poland,POL,1987,266206000
Poland,POL,1988,266504000
Poland,POL,1989,249448000
Poland,POL,1990,215256000
Poland,POL,1991,209675000
Poland,POL,1992,198382700
Poland,POL,1993,198584100
Poland,POL,1994,200703300
Poland,POL,1995,200713100
Poland,POL,1996,201832400
Poland,POL,1997,200962437
Poland,POL,1998,178546314
Poland,POL,1999,172732843
Poland,POL,2000,163123042
Poland,POL,2001,163549100
Poland,POL,2002,161755600
Poland,POL,2003,163935500
Poland,POL,2004,161284600
Poland,POL,2005,159540175
Poland,POL,2006,156066790
Poland,POL,2007,145851096
Poland,POL,2008,144013609
Poland,POL,2009,135172766
Poland,POL,2010,133237927
Poland,POL,2011,139288873
Poland,POL,2012,144152676
Poland,POL,2013,143195000
Poland,POL,2014,137273000
Poland,POL,2015,135821000
Poland,POL,2016,131057000
Poland,POL,2017,129035000
Poland,POL,2018,124958000
Poland,POL,2019,114957000
Poland,POL,2020,102041000
Poland,POL,2021,110211000
Poland,POL,2022,110824210
Poland,POL,2023,94531000
Portugal,PRT,1970,270890
Portugal,PRT,1971,253263
Portugal,PRT,1972,251704
Portugal,PRT,1973,220808
Portugal,PRT,1974,230209
Portugal,PRT,1975,221621
Portugal,PRT,1976,193447
Portugal,PRT,1977,195265
Portugal,PRT,1978,180102
Portugal,PRT,1979,179118
Portugal,PRT,1980,177451
Portugal,PRT,1981,183760
Portugal,PRT,1982,178540
Portugal,PRT,1983,185228
Portugal,PRT,1984,194856
Portugal,PRT,1985,238414
Portugal,PRT,1986,209501
Portugal,PRT,1987,228648
Portugal,PRT,1988,227188
Portugal,PRT,1989,229271
Portugal,PRT,1990,264924
Portugal,PRT,1991,245782
Portugal,PRT,1992,221436
Portugal,PRT,1993,197278
Portugal,PRT,1994,147154
Romania,ROU,1970,22835000
Romania,ROU,1971,22951000
Romania,ROU,1972,25271000
Romania,ROU,1973,26664000
Romania,ROU,1974,29207000
Romania,ROU,1975,29385000
Romania,ROU,1976,28115000
Romania,ROU,1977,29144000
Romania,ROU,1978,31454000
Romania,ROU,1979,34888000
Romania,ROU,1980,37814000
Romania,ROU,1981,39564000
Romania,ROU,1982,41433000
Romania,ROU,1983,48759000
Romania,ROU,1984,47799000
Romania,ROU,1985,49819000
Romania,ROU,1986,51432000
Romania,ROU,1987,55699000
Romania,ROU,1988,62917000
Romania,ROU,1989,66462000
Romania,ROU,1990,40847000
Romania,ROU,1991,35205000
Romania,ROU,1992,41238000
Romania,ROU,1993,42441000
Romania,ROU,1994,43198000
Romania,ROU,1995,43988000
Romania,ROU,1996,44774000
Romania,ROU,1997,36246000
Romania,ROU,1998,28105000
Romania,ROU,1999,24535000
Romania,ROU,2000,30924000
Romania,ROU,2001,34783000
Romania,ROU,2002,31991000
Romania,ROU,2003,34430000
Romania,ROU,2004,32963052
Romania,ROU,2005,31633089
Romania,ROU,2006,32811526
Romania,ROU,2007,35768000
Romania,ROU,2008,34734000
Romania,ROU,2009,28523610
Romania,ROU,2010,28836692
Romania,ROU,2011,35946775
Romania,ROU,2012,33423139
Romania,ROU,2013,24741958
Romania,ROU,2014,24578102
Romania,ROU,2015,26843305
Romania,ROU,2016,23225063
Romania,ROU,2017,26016593
Romania,ROU,2018,23857931
Romania,ROU,2019,22063765
Romania,ROU,2020,15589788
Romania,ROU,2021,18392015
Romania,ROU,2022,18902610
Romania,ROU,2023,15302805
Russia,RUS,1992,337000000
Russia,RUS,1993,306000000
Russia,RUS,1994,272000000
Russia,RUS,1995,262000000
Russia,RUS,1996,254800000
Russia,RUS,1997,245000000
Russia,RUS,1998,231919000
Russia,RUS,1999,249521000
Russia,RUS,2000,258000000
Russia,RUS,2001,269000000
Russia,RUS,2002,256000000
Russia,RUS,2003,277000000
Russia,RUS,2004,282000000
Russia,RUS,2005,299000000
Russia,RUS,2006,310000000
Russia,RUS,2007,314000000
Russia,RUS,2008,326000000
Russia,RUS,2009,298000000
Russia,RUS,2010,317000000
Russia,RUS,2011,334000000
Russia,RUS,2012,354000000
Russia,RUS,2013,347000000
Russia,RUS,2014,356000000
Russia,RUS,2015,372000000
Russia,RUS,2016,386000000
Russia,RUS,2017,410000000
Russia,RUS,2023,430000000
Serbia,SRB,2006,36785000
Serbia,SRB,2007,37065000
Serbia,SRB,2008,31398000
Serbia,SRB,2009,38349239
Serbia,SRB,2010,37864332
Serbia,SRB,2011,40950993
Serbia,SRB,2012,38164524
Serbia,SRB,2013,40253633
Serbia,SRB,2014,29815000
Serbia,SRB,2015,37782159
Serbia,SRB,2016,38394000
Serbia,SRB,2017,39774000
Serbia,SRB,2018,37631000
Serbia,SRB,2019,38878000
Serbia,SRB,2020,39666000
Serbia,SRB,2021,36415000
Serbia,SRB,2022,35127000
Serbia,SRB,2023,31934000
Serbia and Montenegro,OWID_SRM,1992,40105000
Serbia and Montenegro,OWID_SRM,1993,37433000
Serbia and Montenegro,OWID_SRM,1994,38350976
Serbia and Montenegro,OWID_SRM,1995,40555753
Serbia and Montenegro,OWID_SRM,1996,38429089
Serbia and Montenegro,OWID_SRM,1997,42916664
Serbia and Montenegro,OWID_SRM,1998,44072002
Serbia and Montenegro,OWID_SRM,1999,30500700
Serbia and Montenegro,OWID_SRM,2000,34124611
Serbia and Montenegro,OWID_SRM,2001,32234474
Serbia and Montenegro,OWID_SRM,2002,33429221
Serbia and Montenegro,OWID_SRM,2003,34973770
Serbia and Montenegro,OWID_SRM,2004,35691700
Serbia and Montenegro,OWID_SRM,2005,36281000
Slovakia,SVK,1993,3500000
Slovakia,SVK,1994,4078000
Slovakia,SVK,1995,4140150
Slovakia,SVK,1996,3756000
Slovakia,SVK,1997,3853000
Slovakia,SVK,1998,3893000
Slovakia,SVK,1999,3732000
Slovakia,SVK,2000,3646100
Slovakia,SVK,2001,3421100
Slovakia,SVK,2002,3406400
Slovakia,SVK,2003,3076100
Slovakia,SVK,2004,2812000
Slovakia,SVK,2005,2303000
Slovakia,SVK,2006,2022000
Slovakia,SVK,2007,1859000
Slovakia,SVK,2008,2162000
Slovakia,SVK,2009,2376000
Slovakia,SVK,2010,2202000
Slovakia,SVK,2011,2113000
Slovakia,SVK,2012,2100000
Slovakia,SVK,2013,2188000
Slovakia,SVK,2014,2051000
Slovakia,SVK,2015,1733000
Slovakia,SVK,2016,1817000
Slovakia,SVK,2017,1675000
Slovakia,SVK,2018,1426000
Slovakia,SVK,2019,1427000
Slovakia,SVK,2020,956600
Slovakia,SVK,2021,1063400
Slovakia,SVK,2022,842000
Slovakia,SVK,2023,756000
Slovenia,SVN,1992,5549978
Slovenia,SVN,1993,5121000
Slovenia,SVN,1994,4884000
Slovenia,SVN,1995,4874000
Slovenia,SVN,1996,4778000
Slovenia,SVN,1997,4954000
Slovenia,SVN,1998,4891000
Slovenia,SVN,1999,4562000
Slovenia,SVN,2000,4479300
Slovenia,SVN,2001,4133000
Slovenia,SVN,2002,4684710
Slovenia,SVN,2003,4829786
Slovenia,SVN,2004,4807302
Slovenia,SVN,2005,4539556
Slovenia,SVN,2006,4520754
Slovenia,SVN,2007,4521183
Slovenia,SVN,2008,4497268
Slovenia,SVN,2009,4432515
Slovenia,SVN,2010,4430396
Slovenia,SVN,2011,4502078
Slovenia,SVN,2012,4281326
Slovenia,SVN,2013,3771932
Slovenia,SVN,2014,3108203
Slovenia,SVN,2015,3168001
Slovenia,SVN,2016,3348889
Slovenia,SVN,2017,3355664
Slovenia,SVN,2018,3216735
Slovenia,SVN,2019,3218696
Slovenia,SVN,2020,3259309
Slovenia,SVN,2021,2807476
Slovenia,SVN,2022,2745022
Slovenia,SVN,2023,3030494
South Africa,ZAF,1970,54611732
South Africa,ZAF,1971,58666019
South Africa,ZAF,1972,58440417
South Africa,ZAF,1973,62351942
South Africa,ZAF,1974,66055610
South Africa,ZAF,1975,69439598
South Africa,ZAF,1976,77059616
South Africa,ZAF,1977,85410543
South Africa,ZAF,1978,90357828
South Africa,ZAF,1979,103767866
South Africa,ZAF,1980,116068729
South Africa,ZAF,1981,131430836
South Africa,ZAF,1982,144175954
South Africa,ZAF,1983,145614066
South Africa,ZAF,1984,162942727
South Africa,ZAF,1985,173515877
South Africa,ZAF,1986,176719404
South Africa,ZAF,1987,176545786
South Africa,ZAF,1988,181359759
South Africa,ZAF,1989,176282769
South Africa,ZAF,1990,174783561
South Africa,ZAF,1991,178394236
South Africa,ZAF,1992,174392106
South Africa,ZAF,1993,182276177
South Africa,ZAF,1994,195805440
South Africa,ZAF,1995,206241964
South Africa,ZAF,1996,206365611
South Africa,ZAF,1997,218617320
South Africa,ZAF,1998,224264000
South Africa,ZAF,1999,223514169
South Africa,ZAF,2000,224117969
South Africa,ZAF,2001,223712086
South Africa,ZAF,2002,220204965
South Africa,ZAF,2003,237876609
South Africa,ZAF,2004,243371530
South Africa,ZAF,2005,244363974
South Africa,ZAF,2006,244782399
South Africa,ZAF,2007,247600236
South Africa,ZAF,2008,252213358
South Africa,ZAF,2009,250581674
South Africa,ZAF,2010,257205807
South Africa,ZAF,2011,252756844
South Africa,ZAF,2012,258575793
South Africa,ZAF,2013,256282133
South Africa,ZAF,2014,261398527
South Africa,ZAF,2015,252075989
South Africa,ZAF,2016,251011670
South Africa,ZAF,2017,252343002
South Africa,ZAF,2018,253256431
South Africa,ZAF,2019,254410713
South Africa,ZAF,2020,248081745
South Africa,ZAF,2021,228644557
South Africa,ZAF,2022,229594209
South Africa,ZAF,2023,231685072
South Korea,KOR,1970,12394000
South Korea,KOR,1971,12785000
South Korea,KOR,1972,12403000
South Korea,KOR,1973,13571000
South Korea,KOR,1974,15290000
South Korea,KOR,1975,17585000
South Korea,KOR,1976,16428000
South Korea,KOR,1977,17233000
South Korea,KOR,1978,18054000
South Korea,KOR,1979,18208000
South Korea,KOR,1980,18624000
South Korea,KOR,1981,19865000
South Korea,KOR,1982,20115600
South Korea,KOR,1983,19860800
South Korea,KOR,1984,21370300
South Korea,KOR,1985,24542700
South Korea,KOR,1986,24252700
South Korea,KOR,1987,24273100
South Korea,KOR,1988,24294700
South Korea,KOR,1989,20785000
South Korea,KOR,1990,17216500
South Korea,KOR,1991,13770000
South Korea,KOR,1992,11969900
South Korea,KOR,1993,9442700
South Korea,KOR,1994,7438349
South Korea,KOR,1995,5719637
South Korea,KOR,1996,4950780
South Korea,KOR,1997,4514000
South Korea,KOR,1998,4361000
South Korea,KOR,1999,4197000
South Korea,KOR,2000,4150000
South Korea,KOR,2001,3817000
South Korea,KOR,2002,3318000
South Korea,KOR,2003,3298000
South Korea,KOR,2004,3191212
South Korea,KOR,2005,2831658
South Korea,KOR,2006,2823990
South Korea,KOR,2007,2886000
South Korea,KOR,2008,2772544
South Korea,KOR,2009,2518940
South Korea,KOR,2010,2083972
South Korea,KOR,2011,2084474
South Korea,KOR,2012,2094000
South Korea,KOR,2013,1814000
South Korea,KOR,2014,1748000
South Korea,KOR,2015,1764000
South Korea,KOR,2016,1727000
South Korea,KOR,2017,1485000
South Korea,KOR,2018,1201920
South Korea,KOR,2019,1084000
South Korea,KOR,2020,1019298
South Korea,KOR,2021,897900
South Korea,KOR,2022,820181
South Korea,KOR,2023,800000
Spain,ESP,1970,13577514
Spain,ESP,1971,13766922
Spain,ESP,1972,14120008
Spain,ESP,1973,12962441
Spain,ESP,1974,13221173
Spain,ESP,1975,14003569
Spain,ESP,1976,14667697
Spain,ESP,1977,17687965
Spain,ESP,1978,19769819
Spain,ESP,1979,22540833
Spain,ESP,1980,28534169
Spain,ESP,1981,35601250
Spain,ESP,1982,39304829
Spain,ESP,1983,40409916
Spain,ESP,1984,39592255
Spain,ESP,1985,39663255
Spain,ESP,1986,38320515
Spain,ESP,1987,34590962
Spain,ESP,1988,31844562
Spain,ESP,1989,36399104
Spain,ESP,1990,35850000
Spain,ESP,1991,34100000
Spain,ESP,1992,33329589
Spain,ESP,1993,31749536
Spain,ESP,1994,29490812
Spain,ESP,1995,28475126
Spain,ESP,1996,27351908
Spain,ESP,1997,26454266
Spain,ESP,1998,26075626
Spain,ESP,1999,24092901
Spain,ESP,2000,23464954
Spain,ESP,2001,22734327
Spain,ESP,2002,22012223
Spain,ESP,2003,20564632
Spain,ESP,2004,20485536
Spain,ESP,2005,19040011
Spain,ESP,2006,18379549
Spain,ESP,2007,17179620
Spain,ESP,2008,13183245
Spain,ESP,2009,9452526
Spain,ESP,2010,8486636
Spain,ESP,2011,8166047
Spain,ESP,2012,6164672
Spain,ESP,2013,4444827
Spain,ESP,2014,3955051
Spain,ESP,2015,3042356
Spain,ESP,2016,1832377
Spain,ESP,2017,2995105
Spain,ESP,2018,2406145
Spain,ESP,2019,0
Spain,ESP,2020,0
Spain,ESP,2021,0
Spain,ESP,2022,0
Taiwan,TWN,1970,4473467
Taiwan,TWN,1971,4096591
Taiwan,TWN,1972,3913218
Taiwan,TWN,1973,3327107
Taiwan,TWN,1974,2934427
Taiwan,TWN,1975,3140578
Taiwan,TWN,1976,3235810
Taiwan,TWN,1977,2955915
Taiwan,TWN,1978,2883904
Taiwan,TWN,1979,2710751
Taiwan,TWN,1980,2573530
Taiwan,TWN,1981,2445782
Taiwan,TWN,1982,2383579
Taiwan,TWN,1983,2236065
Taiwan,TWN,1984,2010775
Taiwan,TWN,1985,1857858
Taiwan,TWN,1986,1725024
Taiwan,TWN,1987,1499240
Taiwan,TWN,1988,1225487
Taiwan,TWN,1989,784409
Taiwan,TWN,1990,472050
Taiwan,TWN,1991,402575
Taiwan,TWN,1992,334821
Taiwan,TWN,1993,328124
Taiwan,TWN,1994,285099
Taiwan,TWN,1995,234965
Taiwan,TWN,1996,147446
Taiwan,TWN,1997,99089
Taiwan,TWN,1998,79140
Taiwan,TWN,1999,91674
Taiwan,TWN,2000,83380
Tajikistan,TJK,1992,220000
Tajikistan,TJK,1993,200000
Tajikistan,TJK,1994,100000
Tajikistan,TJK,1995,30000
Tajikistan,TJK,1996,20000
Tajikistan,TJK,1997,20000
Tajikistan,TJK,1998,20000
Tajikistan,TJK,1999,16600
Tajikistan,TJK,2000,20700
Tajikistan,TJK,2001,27500
Tajikistan,TJK,2002,23600
Tajikistan,TJK,2003,46500
Tajikistan,TJK,2004,88300
Tajikistan,TJK,2005,94900
Tajikistan,TJK,2006,218000
Tajikistan,TJK,2007,181400
Tajikistan,TJK,2008,198500
Tajikistan,TJK,2009,178300
Tajikistan,TJK,2010,199700
Tajikistan,TJK,2011,236400
Tajikistan,TJK,2012,412000
Tajikistan,TJK,2013,515600
Tajikistan,TJK,2014,878100
Tajikistan,TJK,2015,1041900
Tajikistan,TJK,2016,1361400
Tajikistan,TJK,2017,1760000
Tajikistan,TJK,2018,1903015
Tajikistan,TJK,2019,2027790
Tajikistan,TJK,2020,2029139
Tajikistan,TJK,2021,2088700
Tajikistan,TJK,2022,2393600
Tajikistan,TJK,2023,2084200
Tanzania,TZA,1970,2664
Tanzania,TZA,1971,2798
Tanzania,TZA,1972,3464
Tanzania,TZA,1973,1994
Tanzania,TZA,1974,1510
Tanzania,TZA,1975,850
Tanzania,TZA,1976,824
Tanzania,TZA,1977,2096
Tanzania,TZA,1978,6541
Tanzania,TZA,1979,5572
Tanzania,TZA,1980,4250
Tanzania,TZA,1981,3000
Tanzania,TZA,1982,10800
Tanzania,TZA,1983,10000
Tanzania,TZA,1984,2200
Tanzania,TZA,1985,6600
Tanzania,TZA,1986,5164
Tanzania,TZA,1987,2865
Tanzania,TZA,1988,11580
Tanzania,TZA,1989,45380
Tanzania,TZA,1990,41900
Tanzania,TZA,1991,74914
Tanzania,TZA,1992,21795
Tanzania,TZA,1993,40248
Tanzania,TZA,1994,45027
Tanzania,TZA,1995,43200
Tanzania,TZA,1996,52000
Tanzania,TZA,1997,28443
Tanzania,TZA,1998,45073
Tanzania,TZA,1999,75044
Tanzania,TZA,2000,79184
Tanzania,TZA,2001,77789
Tanzania,TZA,2002,79210
Tanzania,TZA,2003,54610
Tanzania,TZA,2004,65041
Tanzania,TZA,2005,30795
Tanzania,TZA,2006,17940
Tanzania,TZA,2007,27198
Tanzania,TZA,2008,15242
Tanzania,TZA,2009,16500
Tanzania,TZA,2010,179500
Tanzania,TZA,2011,82856
Tanzania,TZA,2012,78672
Tanzania,TZA,2013,84772
Tanzania,TZA,2014,246128
Tanzania,TZA,2015,257321
Tanzania,TZA,2016,276030
Tanzania,TZA,2017,563053
Tanzania,TZA,2018,627652
Tanzania,TZA,2019,712136
Tanzania,TZA,2020,689989
Tanzania,TZA,2021,976319
Tanzania,TZA,2022,2511419
Tanzania,TZA,2023,3256481
Thailand,THA,1970,399900
Thailand,THA,1971,445100
Thailand,THA,1972,345500
Thailand,THA,1973,361015
Thailand,THA,1974,484652
Thailand,THA,1975,462801
Thailand,THA,1976,680343
Thailand,THA,1977,438570
Thailand,THA,1978,638942
Thailand,THA,1979,1356467
Thailand,THA,1980,1426566
Thailand,THA,1981,1686044
Thailand,THA,1982,1963764
Thailand,THA,1983,1866083
Thailand,THA,1984,2337226
Thailand,THA,1985,5146150
Thailand,THA,1986,5542247
Thailand,THA,1987,6929212
Thailand,THA,1988,7273647
Thailand,THA,1989,8899195
Thailand,THA,1990,12421138
Thailand,THA,1991,14688440
Thailand,THA,1992,15640230
Thailand,THA,1993,15608259
Thailand,THA,1994,17111554
Thailand,THA,1995,18423738
Thailand,THA,1996,21688894
Thailand,THA,1997,23443475
Thailand,THA,1998,20161721
Thailand,THA,1999,18266308
Thailand,THA,2000,17713753
Thailand,THA,2001,19616996
Thailand,THA,2002,19601984
Thailand,THA,2003,18843395
Thailand,THA,2004,20059845
Thailand,THA,2005,20878176
Thailand,THA,2006,19070608
Thailand,THA,2007,18239176
Thailand,THA,2008,18095335
Thailand,THA,2009,16360261
Thailand,THA,2010,18399399
Thailand,THA,2011,21324406
Thailand,THA,2012,18652557
Thailand,THA,2013,18110763
Thailand,THA,2014,17991362
Thailand,THA,2015,15150549
Thailand,THA,2016,17069712
Thailand,THA,2017,16258637
Thailand,THA,2018,14851950
Thailand,THA,2019,14071710
Thailand,THA,2020,13250574
Thailand,THA,2021,14221573
Thailand,THA,2022,13641283
Thailand,THA,2023,12713628
Turkey,TUR,1970,16319763
Turkey,TUR,1971,16916500
Turkey,TUR,1972,18109000
Turkey,TUR,1973,18379000
Turkey,TUR,1974,19658602
Turkey,TUR,1975,20221688
Turkey,TUR,1976,21802751
Turkey,TUR,1977,22505007
Turkey,TUR,1978,25771359
Turkey,TUR,1979,22802364
Turkey,TUR,1980,23596671
Turkey,TUR,1981,26235777
Turkey,TUR,1982,27765228
Turkey,TUR,1983,30572360
Turkey,TUR,1984,34302760
Turkey,TUR,1985,46697284
Turkey,TUR,1986,52485181
Turkey,TUR,1987,53565652
Turkey,TUR,1988,45712976
Turkey,TUR,1989,58826252
Turkey,TUR,1990,52520953
Turkey,TUR,1991,55978175
Turkey,TUR,1992,74025454
Turkey,TUR,1993,56359417
Turkey,TUR,1994,59357483
Turkey,TUR,1995,59555587
Turkey,TUR,1996,61240964
Turkey,TUR,1997,60542999
Turkey,TUR,1998,70076854
Turkey,TUR,1999,69537800
Turkey,TUR,2000,64756274
Turkey,TUR,2001,61598569
Turkey,TUR,2002,53057537
Turkey,TUR,2003,47176592
Turkey,TUR,2004,47336026
Turkey,TUR,2005,64390780
Turkey,TUR,2006,64080793
Turkey,TUR,2007,77547515
Turkey,TUR,2008,90418035
Turkey,TUR,2009,89036707
Turkey,TUR,2010,96255529
Turkey,TUR,2011,84994494
Turkey,TUR,2012,81249493
Turkey,TUR,2013,66113203
Turkey,TUR,2014,68123843
Turkey,TUR,2015,60804219
Turkey,TUR,2016,79777712
Turkey,TUR,2017,86067520
Turkey,TUR,2018,98638377
Turkey,TUR,2019,94798579
Turkey,TUR,2020,86425146
Turkey,TUR,2021,92506145
Turkey,TUR,2022,103892169
Turkey,TUR,2023,81902722
USSR,OWID_USS,1970,577460000
USSR,OWID_USS,1971,591546000
USSR,OWID_USS,1972,603586000
USSR,OWID_USS,1973,614710000
USSR,OWID_USS,1974,630553000
USSR,OWID_USS,1975,644891000
USSR,OWID_USS,1976,711522000
USSR,OWID_USS,1977,722125000
USSR,OWID_USS,1978,723624000
USSR,OWID_USS,1979,698664000
USSR,OWID_USS,1980,716371000
USSR,OWID_USS,1981,704044000
USSR,OWID_USS,1982,718100000
USSR,OWID_USS,1983,716100000
USSR,OWID_USS,1984,712300000
USSR,OWID_USS,1985,726000000
USSR,OWID_USS,1986,751000000
USSR,OWID_USS,1987,760000000
USSR,OWID_USS,1988,771000000
USSR,OWID_USS,1989,741000000
USSR,OWID_USS,1990,703000000
USSR,OWID_USS,1991,630000000
Ukraine,UKR,1992,102500000
Ukraine,UKR,1993,115800000
Ukraine,UKR,1994,94600000
Ukraine,UKR,1995,87841000
Ukraine,UKR,1996,75719000
Ukraine,UKR,1997,76947000
Ukraine,UKR,1998,77176000
Ukraine,UKR,1999,81824000
Ukraine,UKR,2000,80990000
Ukraine,UKR,2001,83430000
Ukraine,UKR,2002,82540000
Ukraine,UKR,2003,79340000
Ukraine,UKR,2004,80152000
Ukraine,UKR,2005,78738000
Ukraine,UKR,2006,80431000
