"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"IMF.FAD:ICSD(1.0.0)","HND.P51G_PS_Q_POGDP_PT.A","OBS_VALUE","Honduras","Gross fixed capital formation, Private sector, Constant prices, Percent of GDP","Annual","Units","8.251047072","8.425912394","8.423838647","8.807197252","8.761999082","8.133442284","8.096725402","8.09004394","7.853258175","7.576991451","8.431481594","8.128185674","7.948496261","8.096964676","8.682820353","8.70124026","8.297464156","8.494405685","8.143546481","8.370782458","7.377300793","7.476187568","7.534617212","8.093406057","7.661731154","8.244076652","8.217678019","9.108429246","11.47177405","13.6172656","12.63298169","11.63171015","12.88337799","15.82254502","17.96782332","13.99169023","15.64806906","20.01694725","23.60407409","25.00795653","21.77828056","20.15174361","19.68082248","18.65799203","21.48634217","21.0052565","23.28922012","27.88499061","28.40226816","17.64194452","17.80365608","20.41310724","20.73582496","18.80894681","19.08048787","21.22297416","18.12161854","18.68279521","19.22940971","17.60447895"
"IMF.FAD:ICSD(1.0.0)","PER.P51G_PUPVT_Q_POGDP_PT.A","OBS_VALUE","Peru","Gross fixed capital formation, Public private partnership, Constant prices, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0.00241423224437685","0.00191761676383848","0.00188551422544808","0.00183593077023086","0.0568815587974618","0.105374219","0.104891208","0.163728455","0.25281654","0.468846852","0.441081244","0.476720583","0.615942704","0.642336968","0.467883741","0.646773779","0.678331164","0.695114715","0.861958002","1.173887128","1.317364642","2.099913299","1.915671674","1.606750716","1.208779811","0.939112036"
"IMF.FAD:ICSD(1.0.0)","LBR.P51G_S13_Q_POGDP_PT.A","OBS_VALUE","Liberia","Gross fixed capital formation, General government, Constant prices, Percent of GDP","Annual","Units","","","","","1.998719939","1.984820387","1.913959591","1.864145031","1.850464633","1.793746565","1.957711917","1.748011977","1.758515887","1.534346903","1.756894813","2.028311333","2.541684856","2.296403108","2.523950829","2.562769249","1.95306438","1.955251671","2.073459233","2.083053687","1.701949494","1.293390936","1.126949584","1.098028864","0.914972926","0.835589241","1.080300901","0.918349278","1.080197988","1.075549982","1.07551187","1.075428453","4.582761308","4.582469115","4.582604426","4.582545428","0.772746646","2.389892134","3.918199831","1.961190578","2.737255285","1.214915242","0.381477967","2.063959344","1.579381913","1.702393473","1.48491942","5.685180202","6.073770809","8.628164018","3.659920643","11.22599505","9.863095891","9.93518097","8.955116545","6.475410942"
"IMF.FAD:ICSD(1.0.0)","RWA.P51G_S13_Q_POGDP_PT.A","OBS_VALUE","Rwanda","Gross fixed capital formation, General government, Constant prices, Percent of GDP","Annual","Units","2.267423821","2.449916145","2.407414443","2.77298977","3.254799025","3.256231115","3.370730245","3.1333162","3.177391014","2.938238756","1.86245749","2.412903704","3.32559609","3.279280029","3.638961999","5.016462663","4.220481746","4.17319389","3.669044064","4.166702197","3.056504585","4.034677156","5.381178295","5.793698679","7.072780368","6.951845102","7.117617023","7.130799523","7.560274812","6.866298197","6.324994534","4.840828171","5.207769609","6.607317015","2.408986437","5.31746901","5.274010613","5.353408767","6.033566709","6.08004984","4.586180829","3.674923302","3.342856093","2.474296165","3.132105495","3.597303944","3.806613009","4.891104638","5.163645954","4.917314383","5.367163443","5.874106238","5.998006011","6.922026152","6.351636732","6.419041065","5.59853902","5.964399124","6.172652427","7.229099709"
"IMF.FAD:ICSD(1.0.0)","SRB.P51G_S13_Q_POGDP_PT.A","OBS_VALUE","Serbia, Republic of","Gross fixed capital formation, General government, Constant prices, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.361828812","0.363146107","0.358615287","0.363724962","0.367098112","0.345022841","0.358559124","0.411311697","0.412524558","0.375310575","0.371127869","0.362877259","1.799999377","1.632373906","1.813670774","1.699124037","2.546619456","3.181955186","2.673937387","2.266972784","2.33643105","2.323772261","2.502044975","1.616201299","1.837630031","2.296690633","2.446601065","2.246155528","3.123086321","3.91475289"
"IMF.FAD:ICSD(1.0.0)","AGO.P51G_PUPVT_Q_POGDP_PT.A","OBS_VALUE","Angola","Gross fixed capital formation, Public private partnership, Constant prices, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0430319416741261","0.0336344091763507","0.0230065527496373","0.0191796103698469","0.0287242038067512","0.0111094871414999","0.0337690540526739","0.0373114458110683","0.0318905006377886","0.018892343","0.0174817661365638","0","0","0","0.0147075600978379","0.0230323431842229","0.0279654661235647"
"IMF.FAD:ICSD(1.0.0)","ERI.P51G_PS_Q_POGDP_PT.A","OBS_VALUE","Eritrea, The State of","Gross fixed capital formation, Private sector, Constant prices, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.173853843","7.913036584","10.9589703","6.006309803","9.159204269","5.511461779","6.658127084","7.008123635","4.968882521","4.210087396","4.069375231","9.186638009","5.663558735","6.931215325","5.023021413","2.670504933","1.574142743","1.659552861","1.583742568","1.920627044","1.73155163","1.735612759","2.03371836","1.966802802","1.97526383","1.971347638","2.095132861","1.999999909","1.901190752","1.963378119"
"IMF.FAD:ICSD(1.0.0)","MRT.P51G_S13_Q_POGDP_PT.A","OBS_VALUE","Mauritania, Islamic Republic of","Gross fixed capital formation, General government, Constant prices, Percent of GDP","Annual","Units","7.324737597","8.22767963","7.809064575","7.870162623","5.316237624","4.72818916","4.858028657","4.660904866","4.197665454","4.466585567","2.903182998","2.973120752","4.391101069","5.203231304","5.469833569","4.790731866","6.268057483","5.509149251","2.280954446","2.691969715","2.881282297","3.113157798","3.493554135","3.480424263","4.445683057","4.010716554","3.197146157","2.923837598","2.338963885","1.954429694","1.84304912","2.155059201","2.632302802","2.125686177","2.281895692","2.425131511","1.658464707","1.628617128","2.028580031","1.983835288","2.333277741","2.425420781","3.279073232","3.794664044","3.523332549","3.527203072","3.318412245","3.91287122","3.393887335","3.364437298","3.852730954","2.488651952","4.217847296","3.441114045","3.574397995","3.855421333","2.789528557","2.084746992","2.189863357","2.16503892"
"IMF.FAD:ICSD(1.0.0)","GMB.P51G_PUPVT_Q_POGDP_PT.A","OBS_VALUE","Gambia, The","Gross fixed capital formation, Public private partnership, Constant prices, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.570862584","0.5779413","0.590947","0.551787641","0.554192024","0","0","0"
"IMF.FAD:ICSD(1.0.0)","CZE.P51G_S13_Q_POGDP_PT.A","OBS_VALUE","Czech Republic","Gross fixed capital formation, General government, Constant prices, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.928726689","3.579646558","3.741785652","3.889049489","3.930267596","4.563683461","3.873949696","3.688665224","3.82052802","3.239314944","3.975187744","3.702604612","3.837215432","7.152646209","4.739806928","4.87741599","4.840870763","4.516521444","5.100049956","5.882263023","4.960245974","4.397004572","4.065056676","3.647618396","4.096297084","5.085083917","3.247196918","3.345657554","4.186303637","4.440199748"
"IMF.FAD:ICSD(1.0.0)","DNK.P51G_PS_Q_POGDP_PT.A","OBS_VALUE","Denmark","Gross fixed capital formation, Private sector, Constant prices, Percent of GDP","Annual","Units","8.930084308","8.717260586","8.54186195","8.778567451","8.416840523","8.412145152","8.438491568","8.316119479","8.193757601","8.000720878","8.189968846","6.372914717","8.122994734","9.994136794","9.031141984","7.824218185","9.84818465","9.746290699","9.928754713","9.426478571","9.105282895","7.787337607","9.305527286","10.15336193","11.06942","12.05055197","14.27665157","14.70409898","13.41787494","14.14056463","14.3356167","13.94054848","13.2004656","12.83318925","13.03690686","14.06747998","14.34024573","15.75832789","16.84219151","16.24972138","16.98941499","16.57720567","16.31489239","16.67197233","16.69888612","17.61723823","19.35009797","19.08482074","18.6944298","16.67511968","15.03902557","14.77473248","15.15451384","15.54882111","15.64364805","16.47332876","17.27864612","17.90577019","18.43096659","18.51116861"
"IMF.FAD:ICSD(1.0.0)","COM.P51G_S13_Q_POGDP_PT.A","OBS_VALUE","Comoros, Union of the","Gross fixed capital formation, General government, Constant prices, Percent of GDP","Annual","Units","1.829546594","1.772417575","1.619427791","1.49204704","1.397775284","1.455267058","1.36206044","1.276134483","1.321794903","1.402423003","1.416671963","1.417310707","1.416637214","1.416067076","1.41922785","1.414616956","1.414356838","1.428709916","1.400783954","1.413576636","1.471768617","1.317007385","1.451955033","1.354952726","1.817213218","2.102025323","2.072324815","1.48428157","1.701336021","1.336780084","1.156406159","1.008103829","2.417516943","1.203324068","1.882491287","1.519977393","1.69267333","1.385798649","1.832078941","1.345929202","0.961504198","1.323047564","1.482517687","1.341067795","1.412516143","1.374411311","1.655391585","1.648868529","2.807537091","1.56963976","1.771606645","1.91599348","2.754028729","3.444939632","2.677885691","4.31383052","3.610218176","3.524558706","4.189711438","4.70829617"
"IMF.FAD:ICSD(1.0.0)","DNK.P51G_PUPVT_Q_POGDP_PT.A","OBS_VALUE","Denmark","Gross fixed capital formation, Public private partnership, Constant prices, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00773143170237858","0.00753450656658158","0.00818035249889323","0.021455937","0.0269792501906351","0.0186668898433695","0.0195976589500424","0.0699971672384639","0.0678745977997835","0.0592386576814003","0.0571112593438856","0.0539239577856434","0.0102054819650752"
"IMF.FAD:ICSD(1.0.0)","PER.P51G_S13_Q_POGDP_PT.A","OBS_VALUE","Peru","Gross fixed capital formation, General government, Constant prices, Percent of GDP","Annual","Units","1.91537685","1.855063285","1.78047482","1.785695618","1.742120754","1.726608059","1.656475725","1.659884965","1.720174692","1.637256928","1.2993584","1.409704801","1.546084063","2.210546724","5.632873696","6.828485106","5.874571538","3.827803526","3.189880716","3.878507459","5.005185072","6.033320353","6.331134901","5.902859079","5.65208467","4.169414635","3.762479653","3.613848948","3.003424519","3.056862473","2.996253017","3.217537775","3.879884136","4.18116843","4.373889932","4.035247731","3.71146802","3.935613564","4.044908706","4.086931056","3.325443643","2.583491358","2.370733231","2.357328665","2.373777649","2.536286365","2.817343291","3.137422262","3.940970807","4.928362915","5.324382631","4.710807864","5.316482809","5.459670596","5.175167191","4.447187519","4.231482167","4.159406934","4.234079631","4.077168367"
"IMF.FAD:ICSD(1.0.0)","CZE.P51G_PUPVT_Q_POGDP_PT.A","OBS_VALUE","Czech Republic","Gross fixed capital formation, Public private partnership, Constant prices, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0.249508491","0.220198034","0.21155124","0.2027276","0.198164146","0","0.0193477249609296","0.0176490291118927","0.0173778362793676","0.0162004299063967","0.0140909405952909","0","0.00289028026728268","0.00253391389833343","0.00276865049642351","0.0170684532511723","0.0164469628111703","0.0216920517851914","0.0223336688092272","0.0227683379079444","0.00739854156619629","0.00712173017200337","0","0","0"
"IMF.FAD:ICSD(1.0.0)","BWA.P51G_S13_Q_POGDP_PT.A","OBS_VALUE","Botswana","Gross fixed capital formation, General government, Constant prices, Percent of GDP","Annual","Units","25.12209642","24.26024862","23.43493847","23.40102405","23.01805048","25.10749244","24.36268364","21.22588895","19.31763294","20.13560216","16.14087744","21.50082675","21.61458071","19.85517174","13.8821603","6.098225138","4.769220917","4.233565524","4.05917662","4.653974479","4.605205004","5.294725866","5.600874014","4.490026141","3.799485144","4.67755626","5.091924111","5.70390883","4.680312015","4.646536432","4.11556331","5.565568824","5.733819923","6.410169801","6.163220115","5.748252252","6.810199761","7.083427009","7.285018233","7.261782521","6.400868407","9.074375244","8.972483334","8.543467584","7.664653019","6.486884627","5.556300573","6.898097155","9.663606466","12.59294036","10.38257338","8.341653577","6.470042968","5.662218478","7.155994952","7.566868582","7.985658411","7.290033805","7.07162383","6.23593731"
"IMF.FAD:ICSD(1.0.0)","MRT.P51G_PS_Q_POGDP_PT.A","OBS_VALUE","Mauritania, Islamic Republic of","Gross fixed capital formation, Private sector, Constant prices, Percent of GDP","Annual","Units","42.91882631","48.20955578","45.75671073","46.11471148","31.15015345","27.70452056","28.46530516","27.31027195","24.59594979","26.17167164","17.01101503","17.42081004","25.72937303","30.48799805","32.05013745","28.07098358","36.72727858","32.28050624","13.36510571","15.77342237","16.88268812","18.24134784","20.47025547","20.39332039","26.04919163","23.5005343","18.73347123","17.1320371","13.705007","11.45185412","10.79922663","12.62742918","15.42380804","12.45532114","13.37062098","14.20990214","9.717667665","9.542777155","11.88633304","11.62415403","13.67168984","14.21159585","19.21351734","22.23458857","20.64473844","20.66741598","19.44402067","22.92721256","19.88626158","19.71370006","19.54546689","20.72149913","20.60258842","21.17981647","20.684626","17.09925699","16.65968647","13.40500582","17.81547985","17.55326465"
"IMF.FAD:ICSD(1.0.0)","HND.P51G_PUPVT_Q_POGDP_PT.A","OBS_VALUE","Honduras","Gross fixed capital formation, Public private partnership, Constant prices, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0.360601754","0.410077825","0.408031661","0.3644977","0.608519237","0.407374253","0.649318459","1.213064439","1.174103522","1.751922016","1.57469438","1.193589818","0.654984163","0.575099769","0.0418269367851573","0.0402404756933853","0.345200044","0.464680298","0.443705824","1.920547542","2.442784529","2.597237312","2.586017189","2.654356107","1.347247868","0.839630575"
"IMF.FAD:ICSD(1.0.0)","IRL.P51G_PUPVT_Q_POGDP_PT.A","OBS_VALUE","Ireland","Gross fixed capital formation, Public private partnership, Constant prices, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0.0143021689265718","0.0130809534297154","0.0737158257621562","0.0974119999658555","0.0966708241678051","0.125740933","0.337630056","0.333774733","0.375561796","0.38140929","0.324462664","0.0553597705167097","0.0735419330842434","0.133534438","0.126058618","0.150780333","0.128987806","0.12518882","0.0811879824083876"
"IMF.FAD:ICSD(1.0.0)","AGO.P51G_PS_Q_POGDP_PT.A","OBS_VALUE","Angola","Gross fixed capital formation, Private sector, Constant prices, Percent of GDP","Annual","Units","","","","","","","","","","","21.28787398","21.26954535","21.34498255","21.36801964","21.35248205","21.1043462","21.17789647","21.72216962","21.48319809","21.27479296","19.86366771","21.09312225","23.93014368","19.86477283","19.81058052","15.16756489","12.63889915","13.09157627","10.1276549","8.345920879","9.040415298","20.12734807","34.54266547","35.44042371","34.45209541","37.41797001","42.04647339","39.58187948","53.38923599","28.266389","22.80109904","20.43315764","19.24640959","20.20779734","23.32354607","22.31471633","12.93939579","13.91055445","14.64663539","20.21906234","15.33371189","17.45066595","15.71733707","15.11646042","15.52737851","20.18915571","20.02970844","13.40406879","13.99958795","14.53732383"
"IMF.FAD:ICSD(1.0.0)","LBR.P51G_PS_Q_POGDP_PT.A","OBS_VALUE","Liberia","Gross fixed capital formation, Private sector, Constant prices, Percent of GDP","Annual","Units","","","","","10.20291886","10.13196581","9.770241425","9.51595214","9.446117423","9.156587259","9.993585204","8.923123617","8.976743261","7.832421803","8.968468335","10.35397589","12.97460785","11.72251169","12.88408037","13.08223829","9.969861481","9.981026578","10.58444435","10.63342213","8.687988543","6.6024084","5.752770804","5.605138241","4.670687345","4.26545529","5.514641631","4.687922695","5.514115957","5.490388959","5.490194148","5.489768059","23.39374139","23.39224843","23.39294079","23.39264089","3.944660119","14.02899585","12.50068789","13.00752061","10.64547385","11.02176536","11.85520304","15.76510812","9.389350815","9.624841651","10.2964397","17.58493086","20.73258997","27.33723084","10.61716282","14.43785593","15.43788323","11.80509274","9.602204891","11.69785933"
"IMF.FAD:ICSD(1.0.0)","SRB.P51G_PS_Q_POGDP_PT.A","OBS_VALUE","Serbia, Republic of","Gross fixed capital formation, Private sector, Constant prices, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.138707919","8.168338004","8.066424984","8.181358734","8.25723215","7.760687331","8.065162983","9.251740727","9.279022318","8.441958121","8.347875899","8.162292412","8.593114772","10.45250783","11.37490945","11.49521904","11.95918705","13.92079271","14.82315264","11.66981306","10.59919654","10.9453978","12.71700196","11.40671022","10.93987788","12.3752786","11.10664318","11.90985709","12.79716236","13.97592401"
"IMF.FAD:ICSD(1.0.0)","BWA.P51G_PS_Q_POGDP_PT.A","OBS_VALUE","Botswana","Gross fixed capital formation, Private sector, Constant prices, Percent of GDP","Annual","Units","30.52862906","29.48130396","28.47837959","28.4371662","27.97177384","30.51088344","29.60578286","25.79391939","23.47498684","24.46899152","19.61455962","26.1280241","26.26625955","24.12820889","16.86974453","18.6946914","14.62050169","12.97839923","12.44379335","14.26720324","17.50844873","18.02625398","15.86652105","12.72783773","10.12492746","10.70923727","10.41510358","8.863228937","12.54216413","17.70361811","18.50528267","14.94161747","13.34740476","11.96252589","11.35923664","11.64375502","9.648549764","10.90926001","12.42992494","12.95808271","13.81443557","12.12629117","11.84697239","12.43463315","14.78001139","15.37943335","16.02519333","15.29538911","11.9218328","12.99949771","15.354327","18.87652751","23.13462411","21.46325943","19.27200461","21.67151021","21.06760933","18.45090201","19.56740614","21.30246943"
